company,bean_origin,bean_origin,review_date,cocoa_percent,company_location,rating,bean_origin,bean_origin
hexx,Ecuador,Ecuador,2015,73%,U.S.A.,3.25,Ecuador,Ecuador
hexx,Peru,Peru,2015,70%,U.S.A.,3.25,Peru,Peru
Hogarth,Akesson's Estate,Madagascar,2016,70%,New Zealand,2.75,Akesson's Estate,Madagascar
Hogarth,Carenero Superior,Venezuela,2016,72%,New Zealand,2.75,Carenero Superior,Venezuela
Hogarth,Conacado,Domincan Republic,2016,75%,New Zealand,3.25,Conacado,Domincan Republic
Hogarth,Gran Blanco,Peru,2016,66%,New Zealand,3.5,Gran Blanco,Peru
Hoja Verde (Tulicorp),Arriba,Ecuador,2009,80%,Ecuador,2.0,Arriba,Ecuador
Hoja Verde (Tulicorp),Manabi,Ecuador,2009,80%,Ecuador,2.5,Manabi,Ecuador
Hoja Verde (Tulicorp),Arriba,Ecuador,2009,72%,Ecuador,3.0,Arriba,Ecuador
Hoja Verde (Tulicorp),Arriba,Ecuador,2009,58%,Ecuador,3.25,Arriba,Ecuador
Hoja Verde (Tulicorp),Manabi,Ecuador,2009,58%,Ecuador,3.5,Manabi,Ecuador
Holy Cacao,Maranon,Peru,2016,70%,Israel,2.75,Maranon,Peru
Holy Cacao,"Camino Verde P., Balao, Guayas",Ecuador,2015,70%,Israel,3.5,"Camino Verde P., Balao, Guayas",Ecuador
Holy Cacao,Sambirano,Madagascar,2015,70%,Israel,3.5,Sambirano,Madagascar
Holy Cacao,Gran Couva,Trinidad,2015,70%,Israel,3.5,Gran Couva,Trinidad
Holy Cacao,Mara,Venezuela,2015,70%,Israel,3.5,Mara,Venezuela
Holy Cacao,Ivory Coast,Ivory Coast,2009,70%,Israel,2.5,Ivory Coast,Ivory Coast
Holy Cacao,Hispaniola,Dominican Republic,2009,70%,Israel,2.75,Hispaniola,Dominican Republic
Holy Cacao,San Martin,Peru,2009,70%,Israel,3.5,San Martin,Peru
Holy Cacao,Hispaniola w/ nibs,Dominican Republic,2009,75%,Israel,3.75,Hispaniola w/ nibs,Dominican Republic
Honest,"Ecuador, w/ nibs",Ecuador,2014,72%,South Africa,2.5,"Ecuador, w/ nibs",Ecuador
Hotel Chocolat,"Pepiniere, single Cote",St. Lucia,2015,70%,U.K.,2.75,"Pepiniere, single Cote",St. Lucia
Hotel Chocolat,"Marcial, single Cote, 2012",St. Lucia,2013,70%,U.K.,4.0,"Marcial, single Cote, 2012",St. Lucia
Hotel Chocolat,"Island Growers, 2012, 120hr c.",St. Lucia,2013,100%,U.K.,1.75,"Island Growers, 2012, 120hr c.",St. Lucia
Hotel Chocolat (Coppeneur),Trinidad,Trinidad,2013,75%,U.K.,3.0,Trinidad,Trinidad
Hotel Chocolat (Coppeneur),Mekong Delta & Dong Nai,Vietnam,2013,80%,U.K.,3.5,Mekong Delta & Dong Nai,Vietnam
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara",Ecuador,2013,90%,U.K.,3.0,"Los Rios, H. Iara",Ecuador
Hotel Chocolat (Coppeneur),"Somia Plantation, Akesson, 2012",Madagascar,2013,72%,U.K.,3.0,"Somia Plantation, Akesson, 2012",Madagascar
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012",Ecuador,2013,82%,U.K.,3.5,"Los Rios, H. Iara, 2012",Ecuador
Hotel Chocolat (Coppeneur),"Chanchamayo, Pichanadi, 2012, 60hr c.",Peru,2013,100%,U.K.,2.75,"Chanchamayo, Pichanadi, 2012, 60hr c.",Peru
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 2012, 120hr c.",Ecuador,2013,100%,U.K.,2.5,"Los Rios, H. Iara, 2012, 120hr c.",Ecuador
Hotel Chocolat (Coppeneur),"Conacado, 2012, 120hr c.",Dominican Republic,2013,100%,U.K.,2.75,"Conacado, 2012, 120hr c.",Dominican Republic
Hotel Chocolat (Coppeneur),Sambirano,Madagascar,2012,66%,U.K.,3.5,Sambirano,Madagascar
Hotel Chocolat (Coppeneur),"Los Rios, H. Iara, 96hr c.",Ecuador,2011,80%,U.K.,3.0,"Los Rios, H. Iara, 96hr c.",Ecuador
Hotel Chocolat (Coppeneur),"Island Growers, 120hr c.",St. Lucia,2011,65%,U.K.,3.0,"Island Growers, 120hr c.",St. Lucia
Hotel Chocolat (Coppeneur),"Island Growers, 96hr c.",St. Lucia,2011,65%,U.K.,3.25,"Island Growers, 96hr c.",St. Lucia
Hotel Chocolat (Coppeneur),Ecuador,Ecuador,2010,70%,U.K.,2.75,Ecuador,Ecuador
Hotel Chocolat (Coppeneur),Santo Domingo,Dominican Republic,2010,70%,U.K.,3.0,Santo Domingo,Dominican Republic
Hotel Chocolat (Coppeneur),Chuao,Venezuela,2010,70%,U.K.,2.75,Chuao,Venezuela
Hotel Chocolat (Coppeneur),St. Lucia,St. Lucia,2008,72%,U.K.,3.0,St. Lucia,St. Lucia
Hotel Chocolat (Coppeneur),Uganda,Uganda,2008,80%,U.K.,2.5,Uganda,Uganda
Hotel Chocolat (Coppeneur),Tanzania,Tanzania,2008,75%,U.K.,2.75,Tanzania,Tanzania
Hotel Chocolat (Coppeneur),Uba Budo,Sao Tome,2008,72%,U.K.,3.0,Uba Budo,Sao Tome
Hummingbird,Lam Dong,Vietnam,2015,70%,Canada,3.5,Lam Dong,Vietnam
Hummingbird,Bolivia,Bolivia,2014,70%,Canada,3.0,Bolivia,Bolivia
Hummingbird,"Bolivia, Bo-nib-ia, w/ nibs",Bolivia,2014,70%,Canada,3.0,"Bolivia, Bo-nib-ia, w/ nibs",Bolivia
Hummingbird,Momotombo,Nicaragua,2014,70%,Canada,3.0,Momotombo,Nicaragua
Hummingbird,Hispaniola,Dominican Republic,2014,70%,Canada,3.75,Hispaniola,Dominican Republic
Hummingbird,Zorzal Reserva w/ Charles Kerchner,Dominican Republic,2014,70%,Canada,3.5,Zorzal Reserva w/ Charles Kerchner,Dominican Republic
Hummingbird,"Ocumare, Cumboto",Venezuela,2013,70%,Canada,3.25,"Ocumare, Cumboto",Venezuela
Hummingbird,Amazonas,Venezuela,2013,70%,Canada,3.75,Amazonas,Venezuela
Idilio (Felchlin),"Chuao, Venezuela",Venezuela,2013,72%,Switzerland,3.75,"Chuao, Venezuela",Venezuela
Idilio (Felchlin),Coopertiva Amazona,Venezuela,2011,72%,Switzerland,3.75,Coopertiva Amazona,Venezuela
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",Venezuela,2011,72%,Switzerland,3.75,"Sur del Lago, Amiari Meridena, Zulia, 48hr c.",Venezuela
Idilio (Felchlin),"Choroni, Finca Torres, 48hr c.",Venezuela,2011,72%,Switzerland,3.25,"Choroni, Finca Torres, 48hr c.",Venezuela
Idilio (Felchlin),"Ocumare, H. Cata, 48hr c.",Venezuela,2011,72%,Switzerland,3.75,"Ocumare, H. Cata, 48hr c.",Venezuela
Idilio (Felchlin),"Porcelana, Zulia",Venezuela,2011,74%,Switzerland,4.0,"Porcelana, Zulia",Venezuela
Idilio (Felchlin),"Ocumare, H. Cata, w/ nibs",Venezuela,2011,72%,Switzerland,3.5,"Ocumare, H. Cata, w/ nibs",Venezuela
Idilio (Felchlin),"Carenero Superior, Urrutia, Barlovento",Venezuela,2011,70%,Switzerland,4.0,"Carenero Superior, Urrutia, Barlovento",Venezuela
Idilio (Felchlin),Coopertiva Amazona w/ nibs,Venezuela,2011,72%,Switzerland,4.0,Coopertiva Amazona w/ nibs,Venezuela
Idilio (Felchlin),"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",Venezuela,2011,72%,Switzerland,4.0,"Sur del Lago, Amiari Meridena, Zulia, w/ nibs",Venezuela
Indah,India (south),India,2016,61%,India,2.5,India (south),India
Indaphoria,La Red,Dominican Republic,2012,70%,U.S.A.,3.25,La Red,Dominican Republic
Indaphoria,"Conacado, Manifesto",Dominican Republic,2012,70%,U.S.A.,2.75,"Conacado, Manifesto",Dominican Republic
Indi,Honduras,Honduras,2014,77%,U.S.A.,3.0,Honduras,Honduras
iQ Chocolate,"Satipo region, white label",Peru,2012,72%,Scotland,2.75,"Satipo region, white label",Peru
iQ Chocolate,black label,Peru,2012,72%,Scotland,3.0,black label,Peru
Isidro,Madagascar,Madagascar,2014,72%,U.S.A.,3.5,Madagascar,Madagascar
Isidro,Peru,Peru,2014,72%,U.S.A.,2.25,Peru,Peru
Isidro,Belize,Belize,2014,72%,U.S.A.,3.25,Belize,Belize
Isidro,Dominican Republic,Dominican Republic,2014,72%,U.S.A.,3.25,Dominican Republic,Dominican Republic
Izard,"Maya Mountain, Toledo, Batch 29",Belize,2015,70%,U.S.A.,3.5,"Maya Mountain, Toledo, Batch 29",Belize
Izard,"Elvesia P., Batch 32",Dominican Republic,2015,70%,U.S.A.,2.75,"Elvesia P., Batch 32",Dominican Republic
Jacque Torres,Trinatario Treasure,Ghana,2006,71%,U.S.A.,2.0,Trinatario Treasure,Ghana
Jordis,Madagascar,Madagascar,2015,63%,Czech Republic,2.75,Madagascar,Madagascar
Just Good Chocolate,Belize,Belize,2014,70%,U.S.A.,3.5,Belize,Belize
Just Good Chocolate,Madagascar,Madagascar,2014,70%,U.S.A.,3.5,Madagascar,Madagascar
Just Good Chocolate,Peru,Peru,2014,70%,U.S.A.,4.0,Peru,Peru
Kah Kow,"Rizek Cacao, Cibao Valley, Domin. Rep.",Dominican Republic,2013,70%,Domincan Republic,3.5,"Rizek Cacao, Cibao Valley, Domin. Rep.",Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",Dominican Republic,2013,82%,Domincan Republic,3.0,"Rizek Cacao, Domin. Rep.",Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",Dominican Republic,2013,55%,Domincan Republic,3.25,"Rizek Cacao, Domin. Rep.",Dominican Republic
Kah Kow,"Rizek Cacao, Domin. Rep.",Dominican Republic,2013,62%,Domincan Republic,3.25,"Rizek Cacao, Domin. Rep.",Dominican Republic
Kakao,Peru,Peru,2012,64%,Germany,2.5,Peru,Peru
Kakao,Vanuatu,Vanuatu,2009,65%,Germany,3.75,Vanuatu,Vanuatu
Kallari (Ecuatoriana),Sisa 36hr/ W. F. blend prototype,Ecuador,2008,70%,Ecuador,3.0,Sisa 36hr/ W. F. blend prototype,Ecuador
Kallari (Ecuatoriana),Sisa's Secret/ original micro,Ecuador,2008,70%,Ecuador,3.5,Sisa's Secret/ original micro,Ecuador
Kallari (Ecuatoriana),Roberto,Ecuador,2008,75%,Ecuador,2.75,Roberto,Ecuador
Kallari (Ecuatoriana),Diego/ original micro,Ecuador,2008,85%,Ecuador,2.5,Diego/ original micro,Ecuador
Kallari (Ecuatoriana),Diego 48hr/ W.F. blend prototype,Ecuador,2008,85%,Ecuador,2.75,Diego 48hr/ W.F. blend prototype,Ecuador
Kallari (Ecuatoriana),Diego 60hr/ W.F. blend prototype,Ecuador,2008,85%,Ecuador,3.0,Diego 60hr/ W.F. blend prototype,Ecuador
Kallari (Ecuatoriana),Cacao Nacional W.F.,Ecuador,2008,75%,Ecuador,2.5,Cacao Nacional W.F.,Ecuador
Kallari (Ecuatoriana),Cacao Nacional W.F.,Ecuador,2008,85%,Ecuador,3.0,Cacao Nacional W.F.,Ecuador
Kaoka (Cemoi),Ecuador,Ecuador,2009,80%,France,2.75,Ecuador,Ecuador
Kerchner,"La Red, Project Reserva, Guaconejo",Dominican Republic,2013,70%,U.S.A.,3.75,"La Red, Project Reserva, Guaconejo",Dominican Republic
Ki' Xocolatl,Dark,Mexico,2009,72%,Mexico,2.0,Dark,Mexico
Kiskadee,"La Red, Guanconjeco",Dominican Republic,2014,60%,U.S.A.,3.0,"La Red, Guanconjeco",Dominican Republic
Kto,San Martin,Peru,2014,72%,U.S.A.,2.5,San Martin,Peru
Kto,Ocumare,Venezuela,2014,72%,U.S.A.,2.75,Ocumare,Venezuela
Kto,Belize,Belize,2014,72%,U.S.A.,3.0,Belize,Belize
Kto,Sambirano Valley,Madagascar,2014,72%,U.S.A.,3.25,Sambirano Valley,Madagascar
Kto,Belize,Belize,2014,90%,U.S.A.,3.25,Belize,Belize
Kto,Elvesia,Dominican Republic,2014,72%,U.S.A.,3.25,Elvesia,Dominican Republic
Kto,ROIG,Dominican Republic,2014,72%,U.S.A.,3.25,ROIG,Dominican Republic
K'ul,"Kafupbo, Petit Bourg, De Borgnes",Haiti,2016,70%,U.S.A.,3.25,"Kafupbo, Petit Bourg, De Borgnes",Haiti
K'ul,"Maranon, Fortunato No. 4",Peru,2016,70%,U.S.A.,2.75,"Maranon, Fortunato No. 4",Peru
K'ul,"Los Rios, Hacienda Limon, Heirloom",Ecuador,2016,70%,U.S.A.,3.75,"Los Rios, Hacienda Limon, Heirloom",Ecuador
K'ul,"Bahia, Fazenda Camboa",Brazil,2016,70%,U.S.A.,3.75,"Bahia, Fazenda Camboa",Brazil
Kyya,Uganda,Uganda,2014,72.50%,U.S.A.,2.5,Uganda,Uganda
Kyya,Hispaniola,Dominican Republic,2014,72.50%,U.S.A.,3.0,Hispaniola,Dominican Republic
Kyya,Ecuador,Ecuador,2014,72.50%,U.S.A.,2.5,Ecuador,Ecuador
Kyya,Madagascar,Madagascar,2014,72.50%,U.S.A.,3.0,Madagascar,Madagascar
L.A. Burdick (Felchlin),Peru,Peru,2012,74%,U.S.A.,3.25,Peru,Peru
L.A. Burdick (Felchlin),Brazil,Brazil,2012,70%,U.S.A.,4.0,Brazil,Brazil
L.A. Burdick (Felchlin),Chuao,Venezuela,2012,68%,U.S.A.,3.75,Chuao,Venezuela
L.A. Burdick (Felchlin),Quito,Ecuador,2011,74%,U.S.A.,3.75,Quito,Ecuador
L.A. Burdick (Felchlin),Grenada,Grenada,2010,75%,U.S.A.,3.25,Grenada,Grenada
L.A. Burdick (Felchlin),Dominican Republic,Dominican Republic,2010,74%,U.S.A.,3.75,Dominican Republic,Dominican Republic
L.A. Burdick (Felchlin),Venzuela,Venezuela,2010,71%,U.S.A.,3.0,Venzuela,Venezuela
L.A. Burdick (Felchlin),Madagascar,Madagascar,2009,64%,U.S.A.,3.5,Madagascar,Madagascar
L.A. Burdick (Felchlin),Bolivian,Bolivia,2009,68%,U.S.A.,3.0,Bolivian,Bolivia
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 6, brown sugar",Peru,2016,70%,Japan,2.25,"Lumas, 2015 Harvest, Batch 6, brown sugar",Peru
La Chocolaterie Nanairo,"Lumas, 2015 Harvest, Batch 7",Peru,2016,70%,Japan,2.5,"Lumas, 2015 Harvest, Batch 7",Peru
La Chocolaterie Nanairo,"Tumbes, 2013 Harvest, Batch 8",Peru,2016,70%,Japan,3.0,"Tumbes, 2013 Harvest, Batch 8",Peru
La Chocolaterie Nanairo,"Belize, 2014 Harvest, Batch 9",Belize,2016,70%,Japan,3.0,"Belize, 2014 Harvest, Batch 9",Belize
La Maison du Chocolat (Valrhona),"Cuana, 2013","Africa, Carribean, C. Am.",2013,74%,France,2.75,"Cuana, 2013","Africa, Carribean, C. Am."
La Maison du Chocolat (Valrhona),Tobago,Tobago,2013,60%,France,3.25,Tobago,Tobago
La Maison du Chocolat (Valrhona),"Acarigua, w/ nibs",Ecuador,2013,56%,France,3.25,"Acarigua, w/ nibs",Ecuador
La Maison du Chocolat (Valrhona),Loma Sotavento,Dominican Republic,2012,66%,France,3.5,Loma Sotavento,Dominican Republic
La Maison du Chocolat (Valrhona),Grenada,Grenada,2011,68%,France,3.5,Grenada,Grenada
La Maison du Chocolat (Valrhona),Akosombo,Ghana,2009,68%,France,3.25,Akosombo,Ghana
La Maison du Chocolat (Valrhona),"Porcelana, Pariguan",Venezuela,2009,69%,France,3.5,"Porcelana, Pariguan",Venezuela
La Maison du Chocolat (Valrhona),"Cuana, 2008","Ven., Indonesia, Ecuad.",2008,74%,France,3.5,"Cuana, 2008","Ven., Indonesia, Ecuad."
La Oroquidea,Peruvian Amazon,Peru,2011,72%,Peru,2.5,Peruvian Amazon,Peru
La Pepa de Oro,Vinces,Ecuador,2011,60%,Ecuador,3.25,Vinces,Ecuador
Laia aka Chat-Noir,"Madagascar, Batch 59/100",Madagascar,2015,75%,France,2.75,"Madagascar, Batch 59/100",Madagascar
Laia aka Chat-Noir,"Vietnam, Batch 50/100",Vietnam,2015,75%,France,2.75,"Vietnam, Batch 50/100",Vietnam
Laia aka Chat-Noir,"Cuba, Batch 59/100",Cuba,2015,75%,France,3.0,"Cuba, Batch 59/100",Cuba
Laia aka Chat-Noir,"Peru, Batch 51/100",Peru,2015,75%,France,3.25,"Peru, Batch 51/100",Peru
Laia aka Chat-Noir,"Ivory Coast, Batch 56/100",Ivory Coast,2015,75%,France,3.0,"Ivory Coast, Batch 56/100",Ivory Coast
Laia aka Chat-Noir,"Sao Tome, Batch 151",Sao Tome,2015,75%,France,3.5,"Sao Tome, Batch 151",Sao Tome
Laia aka Chat-Noir,"Bahia, Batch 148",Brazil,2015,75%,France,3.25,"Bahia, Batch 148",Brazil
Laia aka Chat-Noir,"Lam Dong, Batch 153",Vietnam,2015,75%,France,3.75,"Lam Dong, Batch 153",Vietnam
Laia aka Chat-Noir,Cuba,Cuba,2014,70%,France,2.75,Cuba,Cuba
Laia aka Chat-Noir,Trinidad-Tobago,Trinidad-Tobago,2014,68%,France,2.75,Trinidad-Tobago,Trinidad-Tobago
Lajedo do Ouro,Catongo,Brazil,2012,70%,Brazil,3.5,Catongo,Brazil
Lake Champlain (Callebaut),Tanzania,Tanzania,2009,75%,U.S.A.,2.5,Tanzania,Tanzania
L'Amourette,Rugoso,Nicaragua,2016,80%,U.S.A.,3.5,Rugoso,Nicaragua
L'Amourette,Carenero Superior,Venezuela,2012,75%,U.S.A.,3.0,Carenero Superior,Venezuela
L'Amourette,Rio Caribe,Venezuela,2012,75%,U.S.A.,3.0,Rio Caribe,Venezuela
L'Amourette,Blend,"Peru, Ecuador, Venezuela",2012,72%,U.S.A.,3.0,Blend,"Peru, Ecuador, Venezuela"
Letterpress,"La Masica, Batch 7, FHIA",Honduras,2017,70%,U.S.A.,3.5,"La Masica, Batch 7, FHIA",Honduras
Letterpress,"Maya Mtn, Batch 18, Heirloom",Belize,2017,70%,U.S.A.,3.25,"Maya Mtn, Batch 18, Heirloom",Belize
Letterpress,Liberia,Liberia,2016,70%,U.S.A.,3.25,Liberia,Liberia
Letterpress,Beniamo,Bolivia,2015,70%,U.S.A.,3.25,Beniamo,Bolivia
Letterpress,"San Juan Estate, Gran Couva",Trinidad,2015,70%,U.S.A.,3.5,"San Juan Estate, Gran Couva",Trinidad
Letterpress,San Andres,Costa Rica,2015,70%,U.S.A.,3.0,San Andres,Costa Rica
Letterpress,"La Red, Guaconejo",Domincan Republic,2015,70%,U.S.A.,3.25,"La Red, Guaconejo",Domincan Republic
Letterpress,Kokoa Kamili,Tanzania,2015,70%,U.S.A.,3.5,Kokoa Kamili,Tanzania
Letterpress,Maranura,Peru,2014,70%,U.S.A.,3.5,Maranura,Peru
Levy,Sambirano,Madagascar,2014,71%,Finland,3.5,Sambirano,Madagascar
Lilla,Madagascar,Madagascar,2016,70%,Finland,3.0,Madagascar,Madagascar
Lillie Belle,Perfect Illusion,Peru,2012,65%,U.S.A.,3.5,Perfect Illusion,Peru
Lillie Belle,"Bolivia, Wild Thing",Bolivia,2012,68%,U.S.A.,3.5,"Bolivia, Wild Thing",Bolivia
Lillie Belle,La Selva,Peru,2012,68%,U.S.A.,3.75,La Selva,Peru
Lillie Belle,Purple Haze,"Venezuela, Dom. Rep.",2012,75%,U.S.A.,2.75,Purple Haze,"Venezuela, Dom. Rep."
Lillie Belle,"The Other One, Grand Cru",Dominican Republic,2012,74%,U.S.A.,3.0,"The Other One, Grand Cru",Dominican Republic
Lillie Belle,Wild Thing,Bolivia,2012,68%,U.S.A.,3.5,Wild Thing,Bolivia
Loiza,Puerto Rico,Puerto Rico,2013,65%,Puerto Rico,2.5,Puerto Rico,Puerto Rico
Lonohana,"Haleiwa, O'ahu; Lonohana E., Kanahiku",Hawaii,2014,70%,U.S.A.,3.75,"Haleiwa, O'ahu; Lonohana E., Kanahiku",Hawaii
Lonohana,"Haleiwa E, O'ahu, 2014",Hawaii,2014,65%,U.S.A.,3.25,"Haleiwa E, O'ahu, 2014",Hawaii
Lonohana,"Haleiwa E, O'ahu, 2014",Hawaii,2014,75%,U.S.A.,3.75,"Haleiwa E, O'ahu, 2014",Hawaii
Lonohana,"Opaeula Estate, O'ahu, Nene, CG Exclusive",Hawaii,2013,71%,U.S.A.,3.0,"Opaeula Estate, O'ahu, Nene, CG Exclusive",Hawaii
Lonohana,"Opaeula Estate, O'ahu, Ele'ele",Hawaii,2013,72%,U.S.A.,3.0,"Opaeula Estate, O'ahu, Ele'ele",Hawaii
Lonohana,"Hawaiian Crown, Kona Vanilla",Hawaii,2013,70%,U.S.A.,3.5,"Hawaiian Crown, Kona Vanilla",Hawaii
Love Bar,Nicaragua,Nicaragua,2015,75%,U.S.A.,2.0,Nicaragua,Nicaragua
Luker,Selva,"Colombia, Ecuador",2010,46%,Colombia,2.75,Selva,"Colombia, Ecuador"
Luker,Macondo,"Colombia, Ecuador",2010,60%,Colombia,3.0,Macondo,"Colombia, Ecuador"
Luker,Misterio,"Colombia, Ecuador",2010,58%,Colombia,3.0,Misterio,"Colombia, Ecuador"
Luker,Santander,Colombia,2010,65%,Colombia,3.5,Santander,Colombia
Machu Picchu Trading Co.,Peru,Peru,2011,70%,Peru,1.5,Peru,Peru
Machu Picchu Trading Co.,Peru,Peru,2010,55%,Peru,2.25,Peru,Peru
Madecasse (Cinagra),Madagascar,Madagascar,2008,67%,Madagascar,3.5,Madagascar,Madagascar
Madecasse (Cinagra),Madagascar,Madagascar,2008,70%,Madagascar,3.75,Madagascar,Madagascar
Madecasse (Cinagra),Madagascar,Madagascar,2008,63%,Madagascar,4.0,Madagascar,Madagascar
Madecasse (Cinagra),Madagascar,Madagascar,2008,75%,Madagascar,3.5,Madagascar,Madagascar
Madre,Guadalcanal,Solomon Islands,2017,73%,U.S.A.,3.5,Guadalcanal,Solomon Islands
Madre,Puerto Rico,Puerto Rico,2013,70%,U.S.A.,2.75,Puerto Rico,Puerto Rico
Madre,Brazil,Brazil,2013,70%,U.S.A.,3.5,Brazil,Brazil
Madre,"Choobua, Kona",Hawaii,2013,70%,U.S.A.,2.75,"Choobua, Kona",Hawaii
Madre,"Xocunusco, Chiapas, Pichucalco",Mexico,2013,70%,U.S.A.,2.75,"Xocunusco, Chiapas, Pichucalco",Mexico
Madre,"Hamakua Coast, Kokoleka",Hawaii,2012,70%,U.S.A.,3.25,"Hamakua Coast, Kokoleka",Hawaii
Madre,"Criollo, Hawaii",Hawaii,2012,70%,U.S.A.,3.25,"Criollo, Hawaii",Hawaii
Madre,Kaua'i,Hawaii,2012,70%,U.S.A.,3.5,Kaua'i,Hawaii
Madre,Dominican,Dominican Republic,2011,70%,U.S.A.,2.5,Dominican,Dominican Republic
Madre,Upala,Costa Rica,2011,70%,U.S.A.,2.75,Upala,Costa Rica
Madre,"Chiapas, Triple Cacao",Mexico,2010,72%,U.S.A.,2.75,"Chiapas, Triple Cacao",Mexico
Maglio,Africa,Tanzania,2008,75%,Italy,2.0,Africa,Tanzania
Maglio,Ecuador,Ecuador,2008,70%,Italy,3.0,Ecuador,Ecuador
Maglio,Cuba,Cuba,2008,70%,Italy,3.25,Cuba,Cuba
Maglio,Santo Domingo,Dominican Republic,2008,70%,Italy,3.75,Santo Domingo,Dominican Republic
Majani,Ecuador,Ecuador,2010,70%,Italy,2.0,Ecuador,Ecuador
Malagasy (Chocolaterie Robert),Sambirano 2006,Madagascar,2007,75%,Madagascar,2.75,Sambirano 2006,Madagascar
Malagasy (Chocolaterie Robert),Mora Mora 2006,Madagascar,2007,73%,Madagascar,3.5,Mora Mora 2006,Madagascar
Malagos,"Davao, Mt. Talamo foothills",Philippines,2013,65%,Philippines,3.5,"Davao, Mt. Talamo foothills",Philippines
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate w/ nibs",Hawaii,2010,55%,U.S.A.,3.5,"O'ahu, N. Shore, Waialua Estate w/ nibs",Hawaii
Malie Kai (Guittard),"O'ahu, N. Shore, Waialua Estate",Hawaii,2009,55%,U.S.A.,2.75,"O'ahu, N. Shore, Waialua Estate",Hawaii
Malmo,Chuao,Venezuela,2016,70%,Sweden,3.0,Chuao,Venezuela
Mana,Ecuador,Ecuador,2015,74%,U.S.A.,2.5,Ecuador,Ecuador
Mana,Peru,Peru,2014,74%,U.S.A.,2.5,Peru,Peru
Mana,Venezuela,Venezuela,2014,74%,U.S.A.,2.75,Venezuela,Venezuela
Mana,Conacado,Dominican Republic,2012,74%,U.S.A.,3.75,Conacado,Dominican Republic
Manifesto Cacao,Colombia,Colombia,2014,70%,Colombia,2.75,Colombia,Colombia
Manoa,Markham Valley,Papua New Guinea,2015,72%,U.S.A.,3.5,Markham Valley,Papua New Guinea
Manoa,Coto Brus,Costa Rica,2015,72%,U.S.A.,3.75,Coto Brus,Costa Rica
Manoa,"Waiahole, O'ahu",Hawaii,2013,72%,U.S.A.,3.75,"Waiahole, O'ahu",Hawaii
Manoa,"Liberia, #174",Liberia,2012,72%,U.S.A.,3.25,"Liberia, #174",Liberia
Manoa,"Hamakua, Hawaiian Crown, #176",Hawaii,2012,72%,U.S.A.,2.75,"Hamakua, Hawaiian Crown, #176",Hawaii
Manoa,Piura,Peru,2012,72%,U.S.A.,3.0,Piura,Peru
Manoa,"Oahu, Winward, #151, Maunawili district",Hawaii,2012,72%,U.S.A.,3.25,"Oahu, Winward, #151, Maunawili district",Hawaii
Manufaktura Czekolady,Johe,Nicaragua,2016,70%,Poland,3.75,Johe,Nicaragua
Manufaktura Czekolady,Peru,Peru,2016,70%,Poland,3.5,Peru,Peru
Manufaktura Czekolady,Porcelana,Venezuela,2014,70%,Poland,3.75,Porcelana,Venezuela
Manufaktura Czekolady,Kolumbia,Colombia,2014,85%,Poland,3.5,Kolumbia,Colombia
Manufaktura Czekolady,Grand Cru Dominican Republic,Dominican Republic,2012,70%,Poland,3.25,Grand Cru Dominican Republic,Dominican Republic
Manufaktura Czekolady,Grand Cru Ghana,Ghana,2012,70%,Poland,3.5,Grand Cru Ghana,Ghana
Manufaktura Czekolady,Grand Cru Ecuador,Ecuador,2012,70%,Poland,3.25,Grand Cru Ecuador,Ecuador
Map Chocolate,"Ben Tre, Surprise Valley",Vietnam,2016,75%,U.S.A.,3.25,"Ben Tre, Surprise Valley",Vietnam
Map Chocolate,"ROIG, 2014",Dominican Republic,2015,70%,U.S.A.,3.5,"ROIG, 2014",Dominican Republic
Map Chocolate,"Maranon, 2014",Peru,2015,62%,U.S.A.,3.5,"Maranon, 2014",Peru
Map Chocolate,Ecuador,Ecuador,2015,70%,U.S.A.,3.5,Ecuador,Ecuador
Map Chocolate,"San Juan Estate, Cherry Blossoms at Night",Trinidad,2015,70%,U.S.A.,2.75,"San Juan Estate, Cherry Blossoms at Night",Trinidad
Map Chocolate,"A case of the Xerces Blues, triple roast",Nicaragua,2015,70%,U.S.A.,3.5,"A case of the Xerces Blues, triple roast",Nicaragua
Map Chocolate,"Tumbes, Dear Mr. Finley, 2014",Peru,2015,68%,U.S.A.,3.5,"Tumbes, Dear Mr. Finley, 2014",Peru
Map Chocolate,Colombia,Colombia,2015,75%,U.S.A.,2.75,Colombia,Colombia
Map Chocolate,"Kakoa Kamili, Both Man & Bird & Beast",Tanzania,2015,72%,U.S.A.,3.0,"Kakoa Kamili, Both Man & Bird & Beast",Tanzania
Map Chocolate,Le Chocolat Chaud,Honduras,2015,78%,U.S.A.,3.5,Le Chocolat Chaud,Honduras
Marana,Piura,Peru,2016,70%,Peru,3.0,Piura,Peru
